0	D1	D2	D3	DR1	DR2	DR3	V1	V2	V3	VR1	VR2	VR3
XLOC_001405	51.7316	50.3874	55.5034	51.249	54.6997	60.4242	60.032	64.6167	62.6853	39.5736	55.5634	64.5102
XLOC_001406	168.301	186.161	253.666	92.1156	194.653	149.159	149.095	230.562	183.195	152.511	275.179	163.286
XLOC_001407	1680.85	2795.71	2177.84	1508.42	2646.04	1526.01	2795.5	1662.11	1126.56	1698.03	1745.44	1859.64
XLOC_001408	76.1402	62.2292	65.2989	25.6236	58.504	46.0841	37.5374	42.7526	38.6094	33.9871	55.4322	32.5077
XLOC_001409	433.302	476.54	402.61	517.431	411.024	414.93	464.101	309.984	245.5	520.664	382.455	398.334
XLOC_001410	304.93	277.026	305.979	247.844	315.608	218.432	281.477	263.135	242.667	247.785	296.207	237.407
XLOC_001411	15.467	20.9577	16.7479	8.80869	11.7395	9.94655	15.2965	11.6043	15.1405	11.31	13.8791	13.3278
XLOC_001412	331.919	323.43	319.929	459.569	332.613	274.883	287.172	264.204	237.363	540.033	305.546	256.029
XLOC_001413	49.614	52.7121	38.5167	47.2844	42.4641	49.854	46.0071	43.3339	54.5436	62.0599	47.4972	53.5222
XLOC_001414	379.34	266.296	318.937	389.759	328.883	308.709	287.195	281.374	264.821	283.449	284.036	282.26
XLOC_001415	173.04	164.337	171.934	199.579	149.765	170.796	164.939	153.258	132.281	165.288	145.897	163.293
XLOC_001416	152.286	171.007	117.498	126.152	108.15	116.427	203.381	99.532	118.748	167.212	138.959	109.686
XLOC_001417	160.514	170.11	203.504	178.564	175.697	202.901	223.556	192.86	200.231	172.8	184.319	239.072
XLOC_001418	226.219	234.152	213.929	320.73	202.439	219.639	202.068	201.034	204.904	306.391	204.621	210.122
XLOC_001419	3642.41	1504.13	485.422	452.597	655.31	661.374	1661.58	703.607	308.369	1745.68	394.683	892.766
XLOC_001420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XLOC_001421	3015.9	2536.96	2084.07	416.388	301.442	1014.1	1242.03	1017.21	1063.87	566.831	1361.65	684.451
XLOC_001422	16.0189	16.4373	17.3374	17.1301	19.9119	19.7435	17.2722	27.4074	52.2127	13.1377	21.9338	24.807
XLOC_001423	9.7168	10.5488	9.66272	10.2302	9.14122	16.6166	10.3463	12.3085	15.4359	7.08873	10.3855	12.9493
XLOC_001424	38.3645	34.2794	33.936	17.9811	38.1438	45.4221	45.4796	32.2254	27.6362	24.3829	38.1066	51.3468
XLOC_001425	48.9459	55.1894	71.2441	39.6834	74.0073	86.3528	72.7442	50.0048	42.0993	36.4056	68.2706	75.9373
XLOC_001426	1031.62	1003.67	1030.37	887.816	906.087	1048.62	1014.52	968.93	786.024	984.425	1042.43	1053.85
XLOC_001427	198.654	266.532	216.868	265.569	211.976	215.043	263.401	214.366	200.852	272.814	230.844	254.46
XLOC_001428	20.0242	28.1342	19.8314	19.1906	19.6674	25.3117	25.6319	24.5827	40.3542	18.7087	24.8325	31.4558
XLOC_001429	3.1475	2.88836	4.19466	1.73823	2.83136	1.90504	5.98258	3.47432	10.4368	3.54939	3.41056	5.14309
XLOC_001430	410.786	419.834	353.992	402.334	365.357	390.703	478.164	300.02	318.685	400.108	378.601	392.394
XLOC_001431	166.051	200.913	190.844	256.017	167.445	246.071	239.073	263.197	323.434	240.23	224.11	284.125
XLOC_001432	328.773	312.108	351.531	324.473	285.552	446.014	440.562	476.164	507.974	293.086	455.141	560.379
XLOC_001433	5458.51	3260.64	7200.19	6313.39	5720.89	6521.85	5219.41	6977.4	3574.91	6042.97	8526.81	8051.59
XLOC_001434	89.4753	72.8923	100.586	90.381	85.4159	104.995	90.5878	138.071	150.728	91.1189	118.966	135.015
XLOC_001435	6.47302	3.24004	4.18258	1.70614	4.76415	5.34248	5.53658	5.52124	7.34834	3.15207	4.14464	6.61066
XLOC_001436	104.228	104.883	115.85	114.936	100.197	102.866	121.15	106.479	105.325	110.539	103.85	105.765
XLOC_001437	44.2112	42.6599	41.8657	51.2582	51.7597	48.5896	45.1748	60.5366	77.4812	54.4808	57.8494	54.3558
XLOC_001438	181.423	175.47	181.78	224.439	199.866	236.302	197.104	205.444	223.71	205.94	181.105	235.559
XLOC_001439	10.255	19.0024	14.6013	16.4457	17.5038	16.0743	18.2926	18.5036	28.4392	15.1228	16.3833	19.2813
XLOC_001440	1293.2	1457.93	1408.64	1345.87	1173.01	1421.31	1494.87	1373.64	1397.26	1554.21	1488.99	1587.66
XLOC_001441	264.834	328.762	241.719	126.745	199.267	293.485	313.437	230.189	266.36	185.804	245.743	305.129
XLOC_001442	138.004	148.56	138.527	104.794	122.949	132.519	158.394	103.142	87.5328	106.867	109.996	144.914
XLOC_001443	223.178	258.28	227.661	179.4	218.607	269.158	314.853	247.264	243.179	176.172	229.739	300.859
XLOC_001444	82.4927	96.0199	90.317	138.801	96.0695	92.0786	98.7421	84.2869	83.6386	141.12	105.72	99.3778
XLOC_001445	255.672	296.125	231.199	216.422	227.386	268.427	271.173	227.42	236.944	265.341	262.807	265.672
XLOC_001446	213.902	233.629	144.083	43.8169	163.485	203.11	189.586	106.828	110.148	50.5808	117.674	241.641
XLOC_001447	160.161	161.993	186.663	134.567	180.777	132.875	132.563	153.852	146.614	158.55	171.897	131.599
XLOC_001448	4231.16	3178.95	3972.56	1553.62	2947.02	3756.89	3132.25	2226.29	1959.34	1460.61	2061.61	2702.03
XLOC_001449	200.541	169.873	291.245	220.435	215.09	490.18	343.058	436.342	783.598	100.027	227.748	516.739
XLOC_001450	41.4123	33.7524	40.1822	19.861	30.3904	31.661	32.3141	36.9909	58.8178	20.5849	33.9503	42.5155
XLOC_001451	23.1791	15.953	26.0855	14.4009	20.1559	21.5115	23.1302	23.667	41.0461	12.8516	21.9768	26.3548
XLOC_001452	4152.5	3176.77	3370.33	2003.75	3540.62	4965.25	3195.41	2058.87	1852.91	2159.77	2773.98	3951.36
XLOC_001453	45.7007	27.6428	34.7083	20.7998	32.4004	41.6334	33.6319	42.7255	53.4351	24.1012	41.2	57.1898
XLOC_001454	468.617	471.027	546.646	956.525	721.787	595.831	476.758	522.857	354.636	1301.17	734.275	519.21
XLOC_001455	13.6241	15.7154	10.0595	26.0959	13.1755	13.2013	12.5256	14.8947	17.2234	24.8177	18.1613	12.5527
XLOC_001456	9.54417	10.7175	10.488	18.7253	12.6523	11.8573	10.5981	20.2386	24.0279	14.8697	16.7374	16.724
XLOC_001457	679.09	587.103	634.256	536.611	615.887	453.977	628.855	515.352	447.097	631.236	546.607	462.732
XLOC_001458	246.405	349.301	277.962	282.024	199.983	206.364	358.993	388.163	429.609	404.876	402.899	335.045
XLOC_001459	2573.25	1771.04	714.45	666.138	1736.09	1168.1	917.076	1242.69	408.476	1360.23	1568.43	459.894
XLOC_001460	96.0044	111.429	80.1362	110.056	66.5235	99.4322	100.906	75.1088	104.763	83.5841	85.8956	100.129
XLOC_001461	67.463	43.5294	74.923	56.4675	56.8938	68.9043	72.5297	67.8744	72.8808	64.5862	75.3857	85.8348
XLOC_001462	593.882	485.2	563.344	610.426	441.737	436.346	425.243	381.913	280.785	752.011	387.871	335.421
XLOC_001463	237.657	265.93	249.828	323.028	207.932	261.054	281.37	269.687	305.738	337.274	272.208	297.138
XLOC_001464	79.9599	108.472	56.9609	61.9667	81.4868	125.869	113.033	72.6452	91.8727	68.0297	73.6385	134.197
XLOC_001465	104.282	125.877	119.496	114.295	117.861	127.205	117.098	116.438	131.524	133.126	124.442	117.313
XLOC_001466	144.565	169.144	189.45	232.026	185.313	124.685	190.628	213.432	252.429	271.027	227.138	166.094
XLOC_001467	559.289	393.562	608.938	1310.17	574.767	455.862	415.173	463.208	326.57	840.362	457.187	355.656
XLOC_001468	72.271	55.9581	56.1839	67.3518	97.5178	49.2101	43.7861	94.733	61.1853	78.9522	122.361	66.427
XLOC_001469	72.458	76.5849	83.083	83.9934	99.2514	64.0745	74.0488	122.569	129.658	117.193	128.286	85.7712
XLOC_001470	787.068	759.235	727.692	698.791	880.142	586.288	534.662	543.358	441.387	742.869	637.635	487.687
XLOC_001471	12.2129	21.0137	16.276	9.27387	16.4792	6.15989	11.0264	15.7278	19.3866	12.6246	8.82237	11.641
XLOC_001472	105.716	96.7541	70.4437	54.5006	75.8757	118.44	93.6288	60.2086	48.0825	42.169	64.5875	97.627
XLOC_001473	26.4342	18.1934	16.4401	13.1386	19.0233	12.7995	16.5807	33.5558	91.7557	14.9048	5.7287	10.7985
XLOC_001474	279.696	254.498	295.975	248.938	299.139	233.041	222.921	232.839	225.286	283.784	261.416	207.585
XLOC_001475	45.6556	67.8064	33.0911	27.8677	20.5349	52.3576	52.4101	38.1287	48.0612	25.7426	28.3158	45.154
XLOC_001476	895.313	719.683	849.217	984.403	779.768	783.191	819.944	612.879	433.777	887.04	695.822	722.93
XLOC_001477	18.3047	12.5982	13.6757	19.6434	15.7176	14.6041	18.266	19.7461	33.4592	14.3086	22.5392	21.7529
XLOC_001478	112.25	105.672	120.937	147.495	145.079	139.393	129.118	106.637	75.7794	113.124	158.155	186.054
XLOC_001479	1556.98	2143.19	2002.18	3614.78	1953.46	2182.33	3025.61	1899.56	1456.91	3465.37	2752.65	2728.26
XLOC_001480	35.6052	44.9264	53.7777	72.7539	44.3066	45.2553	46.3581	48.1452	60.1617	74.9494	47.9047	44.2408
XLOC_001481	12.7853	16.761	14.0639	33.5388	15.3349	14.3713	15.4489	16.465	20.8752	24.2014	15.833	19.0262
XLOC_001482	752.819	661.268	747.638	324.915	457.725	698.44	699.176	514.12	454.36	353.979	500.765	685.449
XLOC_001483	2397.19	1599.39	2050.17	1606.03	2579.81	2050.88	1565.03	1871.84	1035.87	1876.96	2379.24	1750.65
XLOC_001484	1659.14	1035.14	1610.29	1316.17	1914.36	1525.79	1143.93	1352.28	753.198	1369.48	1772.98	1266.41
XLOC_001485	849.751	724.241	724.071	713.313	759.559	662.259	571.988	595.202	485.461	762.355	581.884	537.727
XLOC_001486	1126.77	864.602	1135.89	1016.76	1451.23	1226.21	861.672	1351.78	1147.03	1034.53	1281.76	1117.88
XLOC_001487	38.3529	47.9045	47.6421	76.7798	38.334	52.8745	43.5367	72.3226	74.1095	75.4872	60.4134	72.9693
XLOC_001488	3.84209	7.4041	4.43763	8.59338	6.91236	9.30175	7.44886	8.05796	13.3363	5.84911	6.66112	10.3588
XLOC_001489	10.5856	10.5448	13.8598	9.92272	11.527	8.09298	7.70398	9.45537	9.84621	8.95288	7.62168	10.7537
XLOC_001490	1.16178	4.79758	5.67711	2.40601	4.18036	6.32855	3.97484	3.84724	4.67198	3.27531	5.66496	5.22054
XLOC_001491	8.16544	6.49863	8.24135	5.32195	7.79405	8.41663	6.87862	12.9114	10.7645	10.471	7.83924	6.89808
XLOC_001492	54.3799	42.2139	72.5527	67.4602	82.6321	41.2901	45.3655	65.3291	43.2094	109.005	68.8107	39.1429
XLOC_001493	9.69638	14.6818	7.32265	21.2857	7.8502	19.3669	13.2698	13.6466	32.4257	9.2943	14.1841	20.3993
XLOC_001494	174.1	184.2	165.752	96.9668	149.845	187.56	201.359	185.975	203.415	135.654	194.088	179.589
XLOC_001495	1792.14	2020.02	1824.18	2065.68	2252.55	2341.76	2081.18	1855.11	1726.99	2649.85	2332.26	2358.0
XLOC_001496	108.022	110.323	98.7525	59.5981	76.7869	112.165	107.734	64.2995	57.9079	65.3362	75.2463	103.248
XLOC_001497	17253.6	12629.7	12901.6	7977.57	13638.2	17479.2	11280.0	7277.14	5068.5	6559.37	8733.52	11055.3
XLOC_001498	11867.0	8796.38	11926.9	6506.42	9109.28	12371.0	9730.17	7230.63	5974.6	6074.23	7886.03	10743.0
XLOC_001499	64.2269	66.6297	79.471	48.6627	61.1577	83.8151	77.088	73.8353	67.7698	50.3461	75.7903	85.4943
XLOC_001500	75.9986	72.5349	98.112	72.3473	67.6096	72.6825	88.7071	91.653	106.021	72.3263	108.17	102.829
XLOC_001501	110.917	117.289	109.967	105.725	121.912	103.367	101.887	116.353	123.442	130.982	117.103	108.099
XLOC_001502	2671.53	1568.29	2277.57	2331.03	2694.75	2478.93	1610.17	1951.49	1382.4	1774.91	2197.71	2110.45
XLOC_001503	610.717	565.515	729.617	466.516	532.689	558.277	667.838	674.567	612.171	535.039	679.649	590.654
XLOC_001504	76.1987	81.163	81.8039	51.8501	84.0493	86.1995	71.1237	79.6047	159.548	51.1477	69.2974	74.8544
XLOC_001505	964.969	0.0	0.0	133.228	578.696	0.0	183.415	177.528	136.159	181.364	174.27	0.0
XLOC_001506	0.0	212.6	274.446	127.944	833.619	373.925	88.0706	340.974	196.138	348.342	167.358	126.187
XLOC_001507	61.3787	72.1667	62.2961	91.6273	56.3639	97.0019	76.0752	59.2829	55.6626	69.8168	63.16	99.946
XLOC_001508	90.6131	104.232	120.619	103.277	131.673	123.686	116.889	123.541	99.9157	145.325	144.19	129.232
XLOC_001509	434.599	392.478	480.433	297.591	492.039	565.511	470.242	450.334	391.95	287.558	460.413	516.306
XLOC_001510	1684.42	2142.79	1455.43	1116.28	1608.47	1953.85	1659.22	1110.48	1200.38	1176.22	1282.65	1392.82
XLOC_001511	5.9342	4.90106	2.10893	5.16159	5.87196	7.54256	5.07571	4.25774	5.14954	2.50947	3.69734	5.09072
XLOC_001512	48.4759	65.0795	57.9571	60.2351	51.6821	58.3182	58.014	61.9321	66.1202	48.0855	54.797	70.165
XLOC_001513	160.053	197.281	208.778	291.689	184.552	177.013	203.274	237.704	234.871	335.0	227.43	204.668
XLOC_001514	98.1054	119.195	121.85	206.282	127.874	106.942	131.577	191.169	213.681	284.341	223.999	187.399
XLOC_001515	11617.8	6148.48	19073.2	12458.5	12447.1	2824.82	4038.92	14799.5	10437.2	12919.6	10546.9	2472.4
XLOC_001516	7333.64	2970.59	9223.94	7380.94	6937.27	1476.69	1733.72	7370.38	4872.76	6637.12	5394.18	1184.58
XLOC_001517	2842.57	1240.23	2682.8	2536.43	2256.51	1177.1	940.734	1437.7	869.208	2470.69	1520.95	808.112
XLOC_001518	257.94	179.998	231.297	190.868	202.422	149.961	169.264	162.179	103.867	140.882	180.927	154.021
XLOC_001519	261.987	203.646	259.669	174.827	234.764	173.24	172.172	175.863	145.614	177.438	207.355	159.302
XLOC_001520	118.414	138.356	114.267	124.77	112.613	172.883	183.882	117.824	148.025	112.187	130.888	196.314
XLOC_001521	44.9641	57.3918	55.9285	54.1783	53.6852	74.2218	78.7831	110.095	152.614	59.0026	75.2976	98.6867
XLOC_001522	155.887	130.995	134.819	190.553	140.034	134.212	136.789	110.006	109.743	172.947	123.075	138.642
XLOC_001523	63.5961	62.9674	59.9723	74.864	58.212	60.7765	73.482	52.9575	71.5519	67.6273	69.818	69.5062
XLOC_001524	1.96033	3.11353	3.01444	1.74882	1.35648	3.55948	3.56842	2.53839	2.52136	1.23285	1.75652	3.57282
XLOC_001525	0.0	68.2578	14.6857	34.2316	133.821	70.0309	42.4141	36.4912	181.92	46.5997	67.1654	81.0278
XLOC_001526	378.18	383.841	296.436	301.308	379.959	414.685	356.84	341.362	400.355	316.907	366.311	372.891
XLOC_001527	63.2619	66.8054	78.4613	72.3461	80.0219	71.9277	75.9903	101.404	133.092	98.7202	108.167	79.0398
XLOC_001528	174.956	214.307	241.49	214.808	196.728	248.343	324.231	287.959	322.027	266.583	308.628	304.6
XLOC_001529	602.584	515.428	649.172	923.582	621.523	582.489	558.897	609.536	473.189	901.777	633.549	576.943
XLOC_001530	113.096	114.398	121.034	126.335	117.15	77.7857	110.902	190.095	260.767	201.932	185.678	137.9
XLOC_001531	33.8492	38.1828	38.529	39.3279	32.0058	32.5965	31.7889	34.3199	41.2231	41.7994	35.8872	34.7015
XLOC_001532	3311.79	2859.99	3066.92	2744.16	3437.5	3002.61	2893.19	3486.3	2622.73	3551.84	3379.7	2812.4
XLOC_001533	13.0631	16.9236	13.3129	20.3695	12.4422	18.6035	16.8695	39.2295	54.4835	24.9129	21.2323	18.6772
XLOC_001534	46.0261	28.456	33.2685	34.4654	29.4734	22.1915	26.0968	21.7429	22.0147	32.9892	27.1201	24.2194
XLOC_001535	61.2898	71.0127	62.6806	136.791	83.2955	82.9987	71.7832	100.386	119.455	127.541	102.963	94.2949
XLOC_001536	1397.11	1682.73	1086.12	1157.35	2199.37	634.205	1692.91	674.703	443.553	1673.97	1797.73	1284.14
XLOC_001537	3.10761	4.27763	4.83176	3.86145	3.49434	6.11291	7.97412	1.92954	7.72837	3.06636	4.41963	8.25161
XLOC_001538	5.81564	0.0	7.75048	4.81759	0.0	7.03988	6.63241	4.81463	12.3089	1.63955	12.6034	3.56358
XLOC_001539	201.969	175.956	246.448	143.306	177.083	162.474	184.898	193.308	205.438	169.376	207.075	173.714
XLOC_001540	39.8677	36.2401	29.239	51.5639	35.1866	49.626	36.5665	27.8159	31.2846	36.1575	31.0753	38.6413
XLOC_001541	229.361	235.675	218.847	357.252	188.887	251.247	227.034	290.618	293.319	421.212	308.912	230.279
XLOC_001542	30.5671	40.2724	48.496	66.5589	56.5649	52.3309	51.792	56.1546	59.3354	62.0461	66.0069	59.9367
XLOC_001543	46.1562	52.945	53.5383	105.602	59.9735	61.1935	62.1426	56.3064	69.934	91.8098	53.2884	62.4761
XLOC_001544	8.8464	6.69739	6.28776	6.96182	6.36627	10.9763	9.20604	7.81196	10.9533	5.86088	4.79287	8.49244
XLOC_001545	40.412	49.0049	35.9046	31.8826	32.8907	41.9306	35.663	79.6574	68.0191	53.1674	50.0452	35.3754
XLOC_001546	130.255	147.019	136.313	79.2546	94.6389	128.953	157.515	108.526	113.633	93.0206	102.237	125.493
XLOC_001547	821.346	628.63	747.257	755.536	695.386	574.506	572.177	507.825	339.262	606.917	466.097	479.119
XLOC_001548	14.4135	20.6337	18.9526	24.9544	13.7437	15.7028	17.6705	19.8876	22.6968	21.9427	14.2905	21.2556
XLOC_001549	3556.31	5070.1	1354.14	1999.07	1828.06	1537.48	2027.89	1542.19	698.937	1074.22	2270.83	1089.58
XLOC_001550	721.737	713.365	628.231	740.372	553.108	602.53	706.647	524.385	457.032	788.717	567.507	587.275
XLOC_001551	37098.4	43712.5	20171.9	20405.9	20290.3	22813.2	21323.5	9336.71	8982.64	29954.1	13346.1	13760.7
XLOC_001552	315.213	511.75	317.136	779.715	369.507	354.313	363.866	299.752	259.656	785.855	409.69	340.535
XLOC_001553	329.062	268.85	319.474	234.12	307.946	310.956	270.562	255.14	214.557	255.566	295.747	258.657
XLOC_001554	8372.25	6597.98	7795.66	6040.9	9778.76	6448.88	4933.2	4879.45	3910.92	6012.1	6235.26	4750.49
XLOC_001555	638.938	572.008	525.932	491.373	477.695	540.086	547.541	300.447	231.974	475.106	373.593	418.135
XLOC_001556	29.4925	40.2841	30.6374	25.5587	18.7752	34.877	41.9137	25.6682	32.4592	30.8278	26.5492	32.9926
XLOC_001557	26.0007	23.1717	20.139	26.509	17.3919	27.2371	24.7102	24.5609	29.9143	28.0049	25.555	29.0727
XLOC_001558	13.916	19.1554	12.3638	12.1345	13.1771	14.6289	14.1998	9.70164	12.8665	10.1178	14.2854	19.747
XLOC_001559	154.136	196.568	110.764	105.777	93.7954	144.51	154.241	106.755	142.007	143.143	117.486	108.338
XLOC_001560	15.6292	14.0666	13.5299	30.2096	19.4668	21.5873	18.2812	19.4638	25.5306	28.1319	13.7871	19.8905
XLOC_001561	14.1573	17.0516	14.6222	17.2983	14.8048	13.2816	17.306	16.2621	24.8328	18.5593	17.3539	18.9766
XLOC_001562	4.94159	7.25558	7.75642	6.54967	5.63064	6.77941	8.35947	9.90936	11.7838	7.89446	9.28129	9.01672
XLOC_001563	427.731	382.755	463.496	564.597	419.942	370.431	386.522	378.102	351.168	584.098	429.328	361.046
XLOC_001564	486.312	780.977	504.083	693.804	437.466	760.384	639.344	551.719	557.532	674.084	442.79	598.743
XLOC_001565	156.752	166.591	183.476	190.438	197.209	111.404	183.78	269.041	292.337	254.815	247.483	147.248
XLOC_001566	205.334	203.915	272.93	265.022	266.157	223.605	229.447	266.922	253.742	269.613	298.376	248.834
XLOC_001567	130559.0	113377.0	110178.0	59274.1	152134.0	99323.7	82454.0	61410.5	45983.5	59460.2	86731.3	73538.8
XLOC_001568	211.968	213.036	266.208	273.643	315.865	257.488	205.731	327.322	357.755	246.154	301.191	245.002
XLOC_001569	129.554	143.789	210.764	123.273	171.662	114.087	138.431	191.157	181.69	169.294	222.27	150.188
XLOC_001570	18.5301	24.6371	24.882	29.4791	33.7166	25.9993	28.9371	37.4218	48.3111	27.07	33.7688	33.2892
XLOC_001571	1115.42	791.609	1002.99	1463.53	965.117	879.277	784.402	856.238	488.731	1265.91	838.327	781.252
XLOC_001572	64.7999	96.7562	61.4756	96.8957	75.087	74.4522	81.4159	104.868	119.251	113.946	88.9597	97.8086
XLOC_001573	128.596	118.508	165.57	187.777	152.932	132.58	152.249	218.336	303.777	225.205	191.007	177.185
XLOC_001574	259.471	231.524	331.006	443.675	317.581	250.857	220.297	304.631	277.747	416.57	300.129	253.264
XLOC_001575	200.357	167.608	236.527	411.264	215.084	151.416	156.854	235.823	234.053	475.909	245.589	171.607
XLOC_001576	2.12001	2.43183	1.2557	3.51238	1.90707	2.13858	2.82071	3.51021	7.32886	1.39458	3.25436	3.17547
XLOC_001577	147.294	138.897	149.136	187.778	143.685	126.779	148.619	188.719	215.189	195.763	171.523	142.026
XLOC_001578	11.7878	20.2825	15.7096	25.1097	23.4799	24.4616	21.6054	31.1354	38.3149	19.2274	26.6865	29.4083
XLOC_001579	859.567	875.35	1091.98	1375.78	1270.06	1024.03	1141.08	1836.46	1704.04	1823.51	1704.77	1470.49
XLOC_001580	999.553	923.36	905.287	953.319	1052.32	812.471	772.813	1008.95	815.341	1270.54	862.973	646.019
XLOC_001581	7.2461	8.50746	5.6805	6.5322	6.90171	7.48153	5.59019	12.1154	16.8702	6.00833	8.31357	8.88022
XLOC_001582	5789.81	7084.16	2000.46	2264.87	1736.09	1557.47	2934.64	1331.46	1089.27	4715.45	2178.37	1576.78
XLOC_001583	258.418	312.782	237.952	364.985	236.024	187.57	206.636	183.063	149.415	350.032	238.711	185.245
XLOC_001584	26.7781	23.3291	26.05	24.9905	25.613	25.0293	20.3914	24.0397	25.038	24.1769	29.8425	22.3626
XLOC_001585	0.0	442.76	142.89	266.455	1157.39	0.0	91.7076	88.7638	0.0	272.045	348.539	262.797
XLOC_001586	114.451	87.7842	113.574	135.138	124.468	102.701	88.3149	110.935	93.3999	125.693	113.681	98.6247
XLOC_001587	85.0685	112.107	92.7576	147.746	101.742	102.391	91.0901	106.973	138.72	130.951	106.712	113.829
XLOC_001588	154.359	135.418	140.602	220.259	140.723	147.995	133.953	121.009	100.246	203.292	144.056	139.333
XLOC_001589	2.22038	2.54696	2.95908	5.51798	3.99471	5.37556	6.54154	6.5358	13.4718	4.3818	5.01239	7.10511
XLOC_001590	222.811	167.998	187.323	366.805	235.432	223.42	202.998	159.682	120.148	265.324	224.947	252.885
XLOC_001591	0.0	0.0	0.0	78.5532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XLOC_001592	728.482	0.0	0.0	301.732	0.0	0.0	103.849	301.546	77.0923	205.375	0.0	74.3972
XLOC_001593	21.6303	10.6336	28.8266	15.3585	13.8983	5.61078	20.2631	30.698	30.0847	15.6807	30.1347	23.3526
XLOC_001594	119.789	98.9341	119.034	196.141	113.107	107.88	107.013	100.718	92.3881	151.372	111.159	106.754
XLOC_001595	243.964	238.677	226.66	142.645	216.363	178.189	228.001	192.762	169.257	175.07	176.493	180.521
XLOC_001596	242.61	181.523	223.715	359.698	252.135	253.633	176.857	178.787	169.412	280.842	188.7	204.784
XLOC_001597	56.2626	67.1402	61.8794	94.7176	84.4884	79.915	67.2689	77.7559	74.1375	114.357	97.8387	85.725
XLOC_001598	7.71642	12.3919	7.23664	9.94338	5.39884	11.4165	14.9113	6.15163	7.07719	9.18513	6.73552	10.1571
XLOC_001599	78.231	91.8946	97.7419	83.4992	39.2466	90.1463	77.315	52.8295	59.783	74.2235	52.2676	87.2693
XLOC_001600	128.352	82.9842	89.8464	136.933	129.455	70.623	97.5851	137.386	189.338	185.311	150.669	77.8541
XLOC_001601	478.183	413.421	504.811	382.471	450.393	406.622	451.448	468.002	403.632	382.646	434.848	424.847
XLOC_001602	147.209	141.613	142.679	142.039	130.918	176.172	168.837	171.726	296.346	130.635	157.699	194.757
XLOC_001603	24.8543	25.8676	29.0838	22.3465	15.8141	27.8849	34.567	29.4425	46.3178	23.5844	24.1399	32.9357
XLOC_001604	1314.22	1055.27	1289.27	1043.32	985.18	1358.87	1217.77	1193.79	1135.81	1343.09	1424.06	1342.17
XLOC_001605	184.577	189.605	194.424	138.298	146.657	160.83	193.7	169.031	180.818	183.117	178.873	165.712
XLOC_001606	13603.0	9805.2	12143.9	8571.1	13733.1	12911.1	9639.88	8967.7	7735.69	8189.66	9128.18	10149.0
XLOC_001607	509.087	459.045	437.75	297.206	322.556	629.515	590.159	388.966	339.718	272.092	352.149	660.786
XLOC_001608	47.1708	73.8799	72.954	72.4821	56.877	82.2224	91.7105	66.2032	101.239	75.301	63.3458	94.0011
XLOC_001609	705.799	636.29	738.483	664.09	655.082	659.765	660.706	588.192	509.42	695.253	618.329	633.853
XLOC_001610	299.866	328.32	296.884	228.45	328.736	309.806	327.597	289.533	273.326	316.656	283.036	277.471
XLOC_001611	3.94089	7.23284	4.08489	3.80867	5.90842	6.36063	5.61794	6.16262	8.619	8.14748	6.76123	7.24443
XLOC_001612	150.405	229.291	145.573	204.159	163.339	283.948	237.407	178.065	204.939	230.247	190.314	264.468
XLOC_001613	1983.62	1608.82	2939.01	2501.85	2921.48	1805.59	1932.85	3999.21	4450.27	3418.94	3560.21	2444.46
XLOC_001614	522.924	444.586	573.917	373.726	636.423	496.473	374.19	718.697	946.189	575.241	933.27	554.986
XLOC_001615	1552.73	1154.01	1168.67	659.661	1336.81	889.603	755.362	599.371	430.174	684.425	790.443	602.956
XLOC_001616	1112.69	849.781	871.345	388.974	894.6	634.521	670.242	577.669	466.479	486.513	681.621	530.68
XLOC_001617	744.502	616.856	970.255	707.358	800.641	606.002	595.12	1691.58	1302.99	902.496	870.312	542.424
XLOC_001618	75.6933	73.1678	84.8289	78.2393	90.1926	67.6345	71.4957	68.5759	74.4494	92.9427	72.4605	67.801
XLOC_001619	62.7576	82.915	52.273	73.8037	60.4865	67.1507	73.3288	77.6239	105.313	82.1448	73.7707	79.5428
XLOC_001620	4.91791	4.73865	2.62163	5.90718	9.73266	8.03676	4.7673	4.07141	11.0334	4.57533	5.99504	7.53372
XLOC_001621	4.72818	4.33889	3.32564	5.22234	4.25326	3.81566	3.93182	4.24054	7.17189	5.22082	4.58966	2.57532
XLOC_001622	16.4839	18.6859	19.3835	10.442	13.9559	21.1276	19.0753	21.9415	35.7093	10.9345	21.2762	20.3993
XLOC_001623	96.7794	65.9801	135.061	229.167	118.268	130.415	116.098	216.428	165.608	182.238	175.357	168.956
XLOC_001624	399.291	339.392	378.743	491.012	491.526	383.836	355.94	425.541	338.651	460.073	403.789	349.766
XLOC_001625	1.04184	2.50967	0.23141	1.72609	0.937197	0.945868	1.4852	2.30004	4.18966	1.46859	2.11672	1.70239
XLOC_001626	2262.25	1969.88	2267.37	2305.18	2956.96	3170.41	2256.55	2539.5	3574.04	1874.91	2240.55	2574.05
XLOC_001627	59.6531	107.919	68.1424	51.5336	59.7941	121.211	125.614	79.9572	109.303	56.4587	63.7153	130.198
XLOC_001628	705.733	553.428	681.136	877.22	721.755	725.179	684.663	919.469	646.548	757.524	791.651	825.816
XLOC_001629	47068.5	44421.5	40214.9	28182.7	48891.3	28258.0	25918.7	24520.8	19487.7	32379.5	29389.9	21359.7
