0	D1	D2	D3	DR1	DR2	DR3	V1	V2	V3	VR1	VR2	VR3
XLOC_000475	1859.39	1340.99	2350.59	1637.24	1948.43	1562.39	1602.62	2653.82	1777.93	2013.16	2431.86	1525.2
XLOC_000476	1490.0	765.003	1888.36	1228.41	1657.93	1164.41	1061.4	2030.09	1124.98	1322.82	1914.22	1102.76
XLOC_000477	283.356	179.351	368.779	298.378	329.133	255.9	214.662	444.374	258.564	259.481	387.873	264.637
XLOC_000478	1870.52	1015.89	1851.72	1589.91	1974.82	1270.69	969.085	1637.73	866.372	1500.08	1589.52	1113.38
XLOC_000479	23.8613	19.3551	25.3641	30.3554	27.5973	29.9158	28.4272	30.5719	67.9985	17.0577	21.7001	36.0308
XLOC_000480	290.454	284.095	288.221	423.185	294.243	226.679	246.898	261.874	213.168	384.208	243.346	234.993
XLOC_000481	1132.5	875.729	982.511	714.648	725.11	818.508	1084.52	979.852	963.015	717.433	884.271	1017.79
XLOC_000482	175.605	169.008	184.876	179.766	138.06	227.693	213.293	213.341	194.448	152.948	187.381	251.658
XLOC_000483	182.176	167.547	181.731	160.427	155.901	215.402	209.37	202.538	156.279	129.194	161.153	257.753
XLOC_000484	3063.02	2072.99	2786.87	1840.23	2078.23	2942.28	2535.83	2064.43	1193.28	1306.75	1735.43	2374.41
XLOC_000485	12403.1	10547.4	12092.9	8877.74	13578.1	12617.5	10593.2	10194.2	8091.26	9081.85	9753.34	10368.8
XLOC_000486	45.7787	52.765	43.8579	52.0861	40.6844	54.0801	57.869	69.2532	112.534	57.5327	71.2694	64.6643
XLOC_000487	358.388	387.254	367.012	512.962	407.435	362.487	351.321	381.852	472.555	491.496	376.616	375.472
XLOC_000488	152.516	145.976	158.471	139.717	165.427	155.626	147.655	167.767	150.139	196.866	168.015	135.972
XLOC_000489	36.7652	31.3284	31.1091	30.9392	43.0466	31.0826	32.112	43.9646	57.805	39.3208	41.735	33.1367
XLOC_000490	329.143	295.644	290.484	224.133	260.237	263.851	298.454	213.989	183.352	283.096	233.162	229.114
XLOC_000491	72.3632	74.706	72.1769	34.2137	84.1319	53.7146	51.968	53.6908	39.012	46.3828	62.137	48.3848
XLOC_000492	17.858	19.0603	9.69	20.5091	14.2391	21.0398	14.4801	14.0203	30.3361	13.0504	15.6449	20.3593
XLOC_000493	225.793	238.223	215.577	300.865	218.072	215.455	218.143	208.0	179.026	356.893	212.244	194.352
XLOC_000494	203.317	202.357	242.305	281.309	221.884	183.627	206.253	244.532	268.406	317.941	261.2	228.022
XLOC_000495	3802.12	3157.27	3757.31	3025.72	3218.18	3403.61	3103.61	2309.13	1786.88	2808.61	2430.55	2675.05
XLOC_000496	161.549	161.041	159.359	236.469	161.259	170.039	180.197	175.782	183.083	261.735	186.906	182.618
XLOC_000497	387.456	332.106	403.374	334.746	344.262	339.534	433.739	421.127	364.247	343.11	461.693	406.376
XLOC_000498	588.919	632.363	647.156	633.383	630.323	786.735	772.372	765.928	772.611	607.489	699.693	806.555
XLOC_000499	302.602	301.857	304.124	313.469	305.672	287.214	280.127	253.364	223.501	302.639	294.104	273.217
XLOC_000500	809.059	593.326	627.404	585.741	674.686	610.816	488.148	489.076	460.727	507.291	579.975	538.656
XLOC_000501	1649.16	1459.33	732.612	585.49	847.724	855.568	671.706	715.158	648.234	730.612	893.498	721.814
XLOC_000502	244.616	267.205	252.438	340.897	242.169	238.952	245.315	253.728	245.543	358.772	261.507	265.758
XLOC_000503	19.8801	26.6808	11.0392	4.94051	16.0949	26.7723	29.8988	11.2464	17.041	7.00577	15.3484	26.9012
XLOC_000504	61.9107	83.1972	41.1066	21.8731	33.9441	60.4252	77.5255	25.5356	27.7722	23.6016	33.1315	72.1932
XLOC_000505	201.3	196.122	190.229	199.022	161.797	202.535	204.229	165.497	155.925	170.842	168.409	181.445
XLOC_000506	95.4006	102.623	118.978	130.543	88.9967	105.646	144.058	123.248	139.248	110.77	109.691	128.751
XLOC_000507	265.576	271.851	262.283	321.454	202.458	255.642	273.357	206.614	174.266	293.353	216.947	252.223
XLOC_000508	55.6946	62.2892	47.9363	61.7076	45.7166	93.122	65.8983	59.7485	71.3166	34.9358	42.0559	84.3229
XLOC_000509	80.9123	44.0863	50.9204	85.1796	60.6543	102.026	73.0517	95.8262	336.797	43.7209	54.7967	148.739
XLOC_000510	320.19	347.01	285.14	259.605	293.02	271.155	322.372	248.141	262.046	313.623	271.876	252.944
XLOC_000511	24.4241	19.3569	24.0015	28.8161	18.642	24.638	27.0102	34.7214	34.6194	25.4562	28.6709	27.3622
XLOC_000512	39.065	48.8438	74.0433	102.476	72.0394	53.1995	65.8989	62.3461	62.4248	108.113	80.7795	63.4341
XLOC_000513	540.855	740.484	818.968	725.048	753.336	591.35	897.033	800.833	680.684	927.988	924.774	693.711
XLOC_000514	93.5706	85.8667	118.763	94.1223	162.332	122.707	137.201	171.529	220.678	84.7915	146.655	156.082
XLOC_000515	263.754	635.351	351.504	1019.62	751.329	505.521	388.529	679.329	1311.87	508.113	500.146	484.853
XLOC_000516	3293.05	3590.22	3975.78	6005.86	4361.44	3643.38	3789.64	5022.83	4126.49	5839.72	4678.45	4113.59
XLOC_000517	217.285	187.527	188.454	137.14	269.921	167.0	150.451	103.743	83.9479	123.487	144.817	119.759
XLOC_000518	2076.67	1479.61	1393.68	935.881	1788.91	1660.89	1525.33	1004.85	591.201	958.898	1125.11	1180.05
XLOC_000519	1204.7	1033.55	704.569	528.661	828.812	910.929	892.894	401.898	273.603	470.069	463.782	662.136
XLOC_000520	312.094	284.63	338.332	297.633	306.741	281.789	338.349	290.627	251.173	355.746	326.0	288.825
XLOC_000521	105.777	68.3401	91.2088	43.3803	79.904	35.2846	82.4061	85.7027	81.4373	72.2493	97.208	59.2653
XLOC_000522	151.843	154.539	154.589	97.4563	155.165	133.039	174.027	146.005	149.036	133.274	150.434	143.035
XLOC_000523	659.947	570.921	790.985	797.216	668.526	569.0	597.671	790.903	670.692	645.733	689.064	698.321
XLOC_000524	91.8471	97.338	121.682	154.863	108.212	120.529	107.759	152.076	228.803	105.866	115.377	150.412
XLOC_000525	221.257	278.353	262.822	160.254	238.903	384.969	269.07	255.263	267.969	190.648	290.392	357.658
XLOC_000526	10.5285	6.08682	6.92207	6.10513	9.09211	8.66644	5.40319	8.60003	16.9356	5.46148	7.30137	11.6985
XLOC_000527	13.5247	11.4803	17.6238	37.5322	34.0654	13.6431	13.4961	40.0595	72.2312	40.6709	35.5385	19.9818
XLOC_000528	54.6251	76.4566	89.7907	96.8288	108.017	77.281	72.982	103.754	153.968	142.879	124.305	82.0508
XLOC_000529	100.183	110.685	81.5917	71.3425	63.2424	129.783	148.579	79.544	91.3259	52.7713	69.514	162.445
XLOC_000530	72.1691	91.7817	78.5537	50.3627	56.6248	95.5837	101.51	73.1601	79.9071	48.6671	72.4835	92.375
XLOC_000531	0.0	0.486367	0.627852	0.878094	0.635691	1.28315	1.20888	0.390024	1.04698	0.0	0.765732	0.721698
XLOC_000532	916.158	687.149	1260.64	2031.75	1988.75	831.227	615.197	1642.36	1897.14	1748.66	2060.68	1036.79
XLOC_000533	404.586	436.592	389.193	402.735	360.203	353.006	376.056	273.608	243.961	460.376	317.704	337.386
XLOC_000534	101.591	102.441	59.8234	80.7314	71.1966	117.972	128.657	85.4085	172.265	68.6043	74.881	135.118
XLOC_000535	56.239	103.44	40.0592	28.9164	17.4449	102.117	120.258	21.674	34.2727	9.56766	19.9629	105.561
XLOC_000536	34.7033	45.2784	33.7458	25.4801	26.983	58.438	53.7073	24.7846	37.1917	13.8034	24.4245	58.5191
XLOC_000537	70.2669	69.3879	59.0367	46.8196	78.3243	92.455	64.4567	49.7415	60.4585	41.3421	59.5875	98.9055
XLOC_000538	1488.93	1074.0	1343.24	1007.24	1279.97	1011.47	932.18	955.579	756.067	985.019	973.821	919.475
XLOC_000539	19225.0	11496.8	19711.1	9599.92	17468.4	16321.1	12280.7	9985.01	7020.56	8922.52	12468.4	11996.6
XLOC_000540	5432.24	3542.46	5154.14	2511.56	4658.57	4615.36	3379.59	2655.23	2189.31	2203.4	3347.19	3547.33
XLOC_000541	10.3054	10.8477	5.38589	6.77929	7.08908	9.53956	9.85159	7.5279	10.136	7.69057	9.19614	15.1059
XLOC_000542	33.2752	27.9909	23.8153	40.5813	48.2252	44.7553	36.3672	43.3621	92.7296	37.0028	35.5554	39.6465
XLOC_000543	7.30411	11.9392	12.5733	23.4461	14.7835	11.6047	15.8789	28.4708	42.1266	19.8196	20.0337	18.2756
XLOC_000544	107.643	104.049	102.225	88.7736	83.9203	90.0536	104.347	84.6263	63.5896	73.5069	85.7948	87.9456
XLOC_000545	56.772	57.1447	55.7202	63.3422	44.5263	62.6022	65.7568	64.6251	66.9511	54.0677	60.2672	61.3492
XLOC_000546	6.02544	2.07351	1.78446	1.6638	0.903371	7.29384	3.72215	4.43406	12.753	1.6987	2.72043	5.94845
XLOC_000547	0.0	21.5707	69.6142	64.9068	56.3867	56.9084	26.8073	69.1913	79.6016	53.0148	50.9411	44.8109
XLOC_000548	12.6838	14.78	6.33197	50.7673	9.26357	17.1022	17.4908	7.17378	18.7921	6.58527	13.6249	14.4541
XLOC_000549	52.2897	67.8705	39.7018	210.752	65.1532	81.4125	78.9997	55.0617	199.817	48.4841	182.602	102.003
XLOC_000550	291.458	198.922	209.789	560.617	303.024	266.694	193.471	143.298	191.155	141.023	250.15	205.999
XLOC_000551	27.1292	30.1974	29.6084	84.0673	44.2892	32.6374	35.1409	32.3492	57.4905	27.0051	57.3415	35.7785
XLOC_000552	27.0859	23.3719	31.877	40.3542	32.9114	15.4151	22.303	45.0149	64.1303	52.8259	44.9006	26.7123
XLOC_000553	209.338	220.562	220.103	487.359	215.545	177.651	198.211	196.535	178.165	500.654	216.132	183.474
XLOC_000554	111548.0	56137.4	29476.8	0.0	0.0	0.0	195.795	277.383	907.279	164.402	399.865	118.13
XLOC_000555	0.0	0.0	0.0	0.0	0.0	0.0	1984.28	1172.71	1690.05	2116.97	1798.24	1196.09
XLOC_000556	1196.59	1647.11	221.485	82.6032	627.901	724.241	540.171	82.5524	84.4204	253.009	189.087	183.305
XLOC_000557	109.762	127.145	99.7146	119.622	100.838	101.979	139.77	150.519	189.066	140.291	129.657	129.214
XLOC_000558	121.338	150.617	146.172	117.781	126.857	127.556	168.045	174.525	202.233	136.903	156.342	162.063
XLOC_000559	188.973	213.235	233.658	199.372	161.759	226.942	222.309	216.449	236.616	189.224	212.774	232.862
XLOC_000560	252.335	217.642	281.996	140.932	228.835	167.095	213.073	231.062	209.225	215.73	276.283	202.749
XLOC_000561	43.0459	58.7562	35.3604	96.2185	47.5916	74.2312	69.7975	35.4376	43.1616	59.9999	40.976	76.2322
XLOC_000562	44.7441	20.5301	39.7535	37.0653	53.6664	72.2173	25.514	28.8108	101.015	4.20477	44.4433	48.7419
XLOC_000563	19.7978	16.4944	18.2068	17.695	20.6212	17.2382	14.9531	20.0324	18.7458	23.5987	22.9579	15.8203
XLOC_000564	387.991	360.497	389.96	307.791	382.468	410.305	409.603	308.717	287.531	324.959	375.019	403.285
XLOC_000565	188.029	211.793	216.694	135.733	179.442	193.848	191.977	171.949	170.211	135.755	160.003	170.944
XLOC_000566	93.1641	97.4477	111.581	71.5248	91.2366	123.588	115.595	121.874	150.22	68.6185	110.979	134.056
XLOC_000567	587.832	512.74	653.17	446.268	846.877	368.592	388.188	759.377	840.847	1058.24	1014.39	387.978
XLOC_000568	5560.2	4677.21	1097.79	1663.27	4168.09	2243.55	2377.91	1278.65	1699.86	1741.71	2426.69	1577.34
XLOC_000569	87.614	103.879	104.334	121.37	94.709	98.4818	112.933	107.683	120.456	139.691	106.704	102.711
XLOC_000570	58.1719	83.5933	80.3651	83.1388	73.0304	81.6378	86.39	84.4988	111.08	92.8126	90.3944	96.3598
XLOC_000571	197.116	256.061	187.208	139.025	203.563	132.74	216.892	183.876	208.085	223.327	216.072	145.023
XLOC_000572	670.236	607.092	618.918	756.794	636.253	706.216	597.936	551.238	467.435	723.709	563.676	604.103
XLOC_000573	27.1363	28.3262	29.3334	27.3499	27.2586	34.4911	39.329	34.1975	47.2878	24.6085	34.305	37.0435
XLOC_000574	2.64099	3.18091	2.05312	3.00817	1.18786	7.59273	3.0119	4.55503	6.84741	1.11683	2.504	4.72001
XLOC_000575	76.9943	57.5523	97.6128	108.588	87.2856	62.6185	88.066	130.841	166.811	179.387	147.685	72.7069
XLOC_000576	17.4955	20.3709	15.1621	18.108	14.9219	19.6004	21.4629	43.2686	58.0903	22.4513	19.5902	18.8714
XLOC_000577	10.1608	18.7712	15.4418	24.5867	22.6101	13.2708	16.0095	20.5132	29.5419	24.1226	19.1227	19.7707
XLOC_000578	43.3208	43.3681	43.0571	50.114	46.6454	33.6358	36.118	50.3548	53.115	63.7794	52.7498	36.4214
XLOC_000579	5.76134	7.93049	8.70186	9.54522	8.29224	16.7379	16.4262	9.22136	12.194	12.0194	9.67642	16.7101
XLOC_000580	74.2065	85.7887	81.8736	97.6313	80.2781	88.9468	109.934	105.2	148.232	101.731	91.4449	96.3899
XLOC_000581	422.076	354.357	414.117	434.23	353.621	371.519	354.881	369.096	287.153	446.17	348.724	314.2
XLOC_000582	670.2	922.531	297.724	138.796	0.0	405.641	95.5406	184.947	141.849	94.4719	90.7766	68.4451
XLOC_000583	709.159	611.016	455.67	439.213	525.812	469.158	424.711	266.327	216.82	415.826	331.312	315.425
XLOC_000584	188.406	218.951	221.588	285.28	195.876	229.001	231.157	214.787	153.295	293.006	238.038	255.498
XLOC_000585	227.973	267.575	165.473	109.6	179.441	163.853	216.465	140.988	124.505	100.423	116.896	120.568
XLOC_000586	113.617	99.8255	118.126	57.0718	86.9826	84.8612	108.897	81.3856	80.3279	70.877	91.6794	80.9759
XLOC_000587	1505.17	1358.22	1292.71	734.261	1323.9	1315.9	1258.81	1061.49	615.906	556.356	1051.07	990.623
XLOC_000588	422.765	460.656	405.997	246.493	350.058	323.008	464.291	381.883	325.773	316.705	382.098	340.747
XLOC_000589	194.005	220.385	169.547	166.286	171.549	162.147	200.98	119.408	98.462	152.628	130.493	155.081
XLOC_000590	68.0315	69.8373	71.2004	70.6842	91.7973	62.6368	59.5045	66.9018	54.7285	84.6013	78.4808	65.2388
XLOC_000591	337.272	393.327	325.319	294.266	321.655	344.95	438.952	271.032	270.996	485.986	351.924	347.314
XLOC_000592	1.89846	1.30661	1.68671	2.35898	0.0	2.29809	2.16508	2.61947	2.81268	0.0	0.51428	2.32659
XLOC_000593	1390.87	1359.8	2187.24	1642.26	2261.83	1028.62	1339.55	1988.47	1677.47	2098.36	2178.09	1317.89
XLOC_000594	0.0	1.40768	0.0	0.0	0.0	0.0	0.0	0.0	0.432893	0.0	0.0	0.0
XLOC_000595	93.896	90.5219	134.821	79.9669	86.0465	118.77	101.268	122.861	110.68	91.4102	135.848	121.248
XLOC_000596	9408.58	8313.5	8421.05	5394.16	7178.85	6407.32	8294.06	7466.61	6322.69	4966.23	5454.93	5728.93
XLOC_000597	367.655	489.088	318.303	441.82	315.595	475.46	449.31	277.546	295.216	352.644	260.144	456.502
XLOC_000598	136.209	140.737	133.21	200.514	131.478	123.557	116.993	127.25	144.144	219.471	131.885	133.499
XLOC_000599	24.6005	17.7376	26.0199	24.2604	30.5599	27.652	24.3816	21.6593	27.0256	23.4483	25.3872	24.1666
XLOC_000600	42.1414	52.5372	34.1561	32.7517	39.9731	41.061	45.4205	33.2083	37.6962	38.7229	43.9105	42.2498
XLOC_000601	6.7574	13.9524	10.2063	10.0759	7.2944	13.9058	14.2569	6.34019	9.43944	6.8582	3.66108	11.5938
XLOC_000602	0.764245	1.05198	1.35801	0.949633	2.74993	5.08818	1.96105	1.4763	3.55859	0.861828	1.65623	4.68297
XLOC_000603	2966.01	3473.54	2681.2	2137.2	2879.84	2501.86	2912.76	2091.71	2028.77	3153.59	2588.97	2265.55
XLOC_000604	2954.57	2309.05	2609.69	1369.58	3179.43	2247.86	1987.86	1994.53	2269.05	1772.95	2535.77	1800.57
XLOC_000605	86.3965	114.465	119.938	84.0943	87.4334	155.568	165.654	112.653	92.8015	78.5514	124.628	198.085
XLOC_000606	22839.2	19710.7	24397.1	23209.4	32953.1	37349.0	26147.8	25594.4	14251.2	21452.4	25783.4	35592.0
XLOC_000607	47.9087	69.5319	68.5548	80.0471	75.8697	47.2443	73.2633	96.8108	98.4053	76.3378	89.4924	61.942
XLOC_000608	41.0842	42.9133	50.8879	35.8353	36.5228	33.3502	47.5432	83.8978	96.3673	43.7411	40.7208	33.3688
XLOC_000609	32.5283	26.8261	22.2838	40.5934	25.6167	27.909	25.1329	32.3682	48.4311	18.2498	28.0072	36.7759
XLOC_000610	66.6924	50.8783	62.1094	54.9142	54.9339	74.8956	74.6843	52.9956	68.7072	70.904	63.1242	71.7212
XLOC_000611	9.6458	9.38578	9.35798	11.9857	7.67959	10.4684	11.1269	9.20935	13.493	9.75218	8.8301	12.7269
XLOC_000612	54.7843	69.2472	47.2698	121.965	49.2816	71.7369	67.2843	70.067	105.137	101.134	63.7866	78.7593
XLOC_000613	369.123	285.04	375.12	251.667	293.542	369.775	357.882	237.168	245.555	172.551	251.188	350.743
XLOC_000614	192.008	170.873	169.402	238.955	204.053	327.56	212.609	159.329	105.85	137.972	160.759	253.277
XLOC_000615	224.178	199.36	189.898	321.459	213.279	366.343	283.368	195.425	112.477	148.053	170.451	312.555
XLOC_000616	2.99215	3.74734	2.65842	4.09497	2.12289	5.10645	5.63757	4.50305	7.37114	3.01773	4.10298	4.41056
XLOC_000617	276.727	241.726	272.275	147.934	275.937	181.476	199.835	237.469	226.798	184.436	248.165	173.819
XLOC_000618	89.6925	104.154	109.879	94.1024	89.2139	97.0943	111.865	97.152	100.187	112.061	107.25	105.481
XLOC_000619	59.1637	87.0492	74.7589	91.0504	63.8654	103.767	104.958	94.1871	97.617	115.496	104.782	118.373
XLOC_000620	52.3787	51.9114	52.1209	78.7213	47.9253	55.4338	55.212	58.7259	52.3262	77.5461	54.7292	51.4139
XLOC_000621	88.4787	67.5419	82.7841	49.944	70.6698	70.6128	79.6225	87.3662	68.3331	44.7374	71.6222	85.7221
XLOC_000622	34.318	25.1089	34.1986	33.8069	38.9364	47.7174	39.1377	52.7268	80.749	31.8141	57.0356	54.8766
XLOC_000623	3304.98	2890.3	4199.57	3853.19	4675.51	5795.88	5208.06	6249.14	7816.13	4664.03	7805.17	8864.13
XLOC_000624	17.5833	21.6822	16.5985	13.9588	13.84	18.8458	19.4261	19.2069	27.9891	12.8059	18.0605	22.3717
XLOC_000625	802.018	1010.87	802.708	814.466	843.153	965.0	1019.35	675.971	623.776	849.941	871.666	923.677
XLOC_000626	99.396	68.732	93.3084	124.09	113.874	92.5098	70.3124	70.7724	62.4175	93.7146	75.57	68.4711
XLOC_000627	13.3482	13.6625	15.5084	11.0574	15.702	15.5366	12.8808	9.35052	9.12747	10.3245	12.6094	12.9329
XLOC_000628	116.306	144.564	129.167	123.669	127.267	118.2	148.478	183.952	207.036	180.341	153.536	134.026
XLOC_000629	33.0679	31.4138	28.1383	32.9873	30.1654	26.498	37.3137	44.2131	66.6374	27.3111	31.4157	36.0542
XLOC_000630	0.0	2.19954	1.06477	5.29478	2.87484	3.86859	2.73351	5.95296	7.77868	2.25244	1.9479	3.2638
XLOC_000631	83.3459	73.8213	76.7056	88.8521	66.4329	97.2723	97.3572	95.2025	134.87	88.4359	88.7873	115.358
XLOC_000632	3329.59	3258.25	1863.07	2127.62	2783.11	3346.85	2733.09	1127.53	748.369	1691.84	1588.42	1994.09
XLOC_000633	66.6693	90.732	69.6188	61.5108	68.889	94.5092	84.2595	78.7512	111.935	63.2556	85.801	82.9503
XLOC_000634	94.0241	86.2828	180.997	129.814	140.967	151.756	178.715	172.978	278.606	123.701	220.745	217.653
XLOC_000635	9.39737	11.3675	10.2468	10.6154	10.5028	8.96257	9.98644	9.90162	9.46269	8.99163	8.94849	7.79408
XLOC_000636	7.90697	7.44691	7.20992	4.82633	4.49227	5.54136	4.86467	6.43114	8.01531	3.40238	5.41124	5.27006
XLOC_000637	17.9782	15.3331	11.1127	10.4623	15.2466	12.8288	10.3711	10.1581	11.914	9.41253	11.9937	10.7111
XLOC_000638	15.4854	13.0262	14.3315	12.6497	15.8647	10.9347	8.21691	15.1941	10.743	8.73134	15.8474	9.84025
XLOC_000639	14.7287	11.5852	14.0206	11.454	9.19338	10.9158	12.0837	14.9308	17.9407	12.6265	16.2039	11.0512
XLOC_000640	29.5112	27.225	33.3622	21.6296	38.7834	28.3343	19.1646	26.4145	33.911	20.3864	23.9832	22.8642
XLOC_000641	451.9	314.591	252.984	293.175	360.363	300.726	277.239	149.042	88.0819	272.188	193.463	203.323
XLOC_000642	1471.25	1289.82	1632.1	1463.33	1404.46	815.553	1347.21	2324.13	1643.97	1855.06	1513.33	917.271
XLOC_000643	128.205	102.385	171.819	69.4576	113.381	67.774	105.802	181.225	198.76	115.446	120.602	77.3431
XLOC_000644	58.3575	53.8205	75.1804	49.7928	78.7439	74.5275	72.044	76.0121	51.5057	63.0121	90.742	65.4391
XLOC_000645	37.309	33.0446	39.9403	60.5458	62.1714	32.2063	37.3174	69.454	68.2856	66.2992	68.4279	35.0417
XLOC_000646	1301.08	1105.53	1149.03	1149.77	1607.29	949.293	771.12	759.893	507.37	1165.73	989.768	646.625
XLOC_000647	487.646	376.334	425.405	418.599	577.857	371.775	281.254	327.467	188.33	347.66	428.74	304.703
XLOC_000648	367.031	339.326	334.611	327.489	519.887	352.009	247.294	287.983	197.106	279.792	327.712	264.436
XLOC_000649	278.266	246.739	268.767	316.776	365.185	253.975	212.116	210.018	141.277	296.663	266.93	219.814
XLOC_000650	163.886	112.794	152.54	95.3556	203.586	131.076	100.126	99.604	68.1347	101.756	164.898	118.753
XLOC_000651	1395.14	1272.21	1287.09	1697.54	1744.06	1178.53	1096.96	1119.91	759.098	1673.26	1301.47	925.95
XLOC_000652	69.529	78.7586	77.0566	98.0945	92.5149	81.7543	95.865	102.731	111.174	119.295	110.018	103.405
XLOC_000653	59.9179	61.0648	45.5568	55.3623	65.3014	69.044	67.0189	66.1394	104.137	50.3516	67.4228	74.3719
XLOC_000654	40.6147	35.8373	34.6968	29.3312	46.84	30.255	39.4897	37.3599	41.8789	27.5978	31.0321	43.8181
XLOC_000655	311.223	281.886	288.677	199.934	268.484	288.769	221.744	192.124	168.761	170.655	194.331	215.115
XLOC_000656	50.5225	54.7718	54.4223	37.0651	52.874	40.1723	49.6155	48.2051	33.1978	40.4959	47.0521	43.2334
XLOC_000657	26.6926	21.5508	20.523	24.8758	25.8586	22.991	26.3435	24.0813	16.5141	15.1952	23.9175	24.1148
XLOC_000658	84.597	84.2996	86.9197	79.3224	85.4372	72.2491	70.5828	72.9002	65.1395	78.7187	67.0633	61.0601
XLOC_000659	19.1865	24.5237	24.3521	28.3817	19.7249	28.2022	28.9142	38.5754	44.0893	24.7272	28.215	29.1117
XLOC_000660	119.366	135.449	124.529	172.972	125.324	109.496	131.503	133.907	138.201	169.022	115.053	104.292
XLOC_000661	12.2254	20.3341	14.4824	15.191	11.9139	19.7319	24.3991	21.0856	24.3659	13.212	18.4908	24.3464
XLOC_000662	14.1778	10.7587	12.8387	10.5401	12.5902	8.36114	10.6238	14.9979	16.2349	12.606	13.6394	10.7295
XLOC_000663	124.633	98.4659	139.394	79.6737	144.559	77.6173	77.6951	97.319	82.3594	105.749	115.291	67.9387
XLOC_000664	114.269	111.498	141.202	82.0777	118.406	110.528	91.8615	99.2909	94.9811	93.9943	106.971	98.8988
XLOC_000665	104.505	78.2719	87.3871	58.8805	71.1973	81.3903	92.2344	62.7672	37.244	59.7909	65.9867	63.0945
XLOC_000666	81.8996	76.5746	66.2434	63.3641	63.9429	106.622	81.7265	63.7515	50.2038	54.6736	58.6048	79.5379
XLOC_000667	99.5184	104.94	90.4465	57.859	82.952	101.127	90.0672	73.8224	70.1466	54.311	69.747	93.6157
XLOC_000668	52.059	48.2921	42.2306	41.2499	40.7217	73.9774	59.3703	55.5906	55.571	34.458	52.731	74.8947
XLOC_000669	26.2211	17.6365	25.4143	16.044	19.8348	23.8056	23.2772	19.7343	17.2799	13.2725	24.0538	18.8668
XLOC_000670	211.668	291.361	564.178	482.193	856.834	512.451	331.919	876.174	716.8	358.043	602.066	562.039
XLOC_000671	550.362	458.049	504.473	333.778	524.984	373.94	382.045	298.74	225.939	330.096	394.372	287.572
XLOC_000672	218.804	167.758	205.479	156.836	243.739	228.497	181.978	151.421	93.5805	173.231	202.08	161.63
XLOC_000673	439.661	432.281	384.184	194.111	391.154	391.849	330.598	233.323	169.749	228.83	266.997	283.221
XLOC_000674	802.651	575.392	980.743	658.357	1148.61	487.933	558.84	860.789	632.692	867.011	959.18	494.701
XLOC_000675	217.358	196.973	229.511	230.881	290.765	193.825	158.714	188.824	161.847	246.588	265.421	175.521
XLOC_000676	80.1123	54.17	78.6691	34.9283	77.1227	63.8003	63.3132	56.2388	37.779	45.1707	56.3489	51.9602
XLOC_000677	150.046	177.237	178.738	104.563	160.473	135.927	195.615	179.93	188.673	170.333	206.572	134.115
XLOC_000678	29277.6	17358.4	29258.5	23708.7	33942.8	12965.0	15452.9	25257.6	18479.5	30980.7	28554.5	13455.1
XLOC_000679	539.258	665.877	509.643	464.232	608.745	575.979	634.588	426.013	388.283	442.671	475.482	629.554
XLOC_000680	0.728627	1.00296	0.323679	0.603584	1.31088	0.441004	0.207739	0.0	0.308431	0.0	0.0	0.148824
XLOC_000681	1075.93	1092.14	777.019	557.673	930.007	1084.13	800.312	489.322	365.118	582.929	592.693	606.491
XLOC_000682	24.7421	34.0575	39.4684	34.9363	45.5254	57.8588	31.4234	35.6907	44.7501	25.9989	44.7847	77.6422
XLOC_000683	25.5592	19.9899	24.2567	27.4285	16.7214	33.7523	26.4989	20.8392	24.5894	21.2895	24.5481	29.8994
XLOC_000684	12.1863	9.08616	6.54137	6.72997	6.39466	7.3758	12.7396	9.66838	11.6067	5.86912	7.01505	8.50438
XLOC_000685	106.712	109.106	77.5467	61.317	54.3778	134.776	104.464	99.9192	69.8464	54.4302	53.3037	80.7594
XLOC_000686	343.028	464.898	318.194	488.829	339.838	450.908	491.59	570.054	692.444	541.048	445.382	570.084
XLOC_000687	1810.97	2133.25	1230.88	283.212	624.224	2784.75	2371.67	438.413	284.268	196.798	384.111	1717.65
XLOC_000688	1923.82	2029.52	1321.79	463.126	926.517	2314.63	2120.79	662.46	521.504	483.816	602.153	1378.67
XLOC_000689	10.1929	10.6632	10.1427	12.8343	9.9026	10.8579	11.0432	12.8264	14.4974	10.4599	15.2418	11.8253
XLOC_000690	3510.21	2725.89	3010.27	4607.24	3756.23	3032.08	2718.23	3128.94	2159.95	5124.15	3970.46	2677.36
XLOC_000691	1067.6	651.3	817.615	1235.84	1042.51	926.686	622.179	644.076	311.561	984.195	762.055	727.558
XLOC_000692	8423.89	10015.0	12480.5	16234.6	12646.4	17112.8	13822.8	16442.5	15204.7	16813.6	15803.9	19725.2
XLOC_000693	167.844	309.929	186.101	279.775	224.637	336.15	310.858	242.887	407.233	285.837	303.12	376.273
XLOC_000694	10.4165	12.29	7.60209	13.8679	6.69305	12.159	11.8795	14.3727	20.4721	5.66353	12.0933	14.1334
XLOC_000695	75.6492	89.0117	78.8297	67.3424	79.2203	78.7638	84.4838	72.6069	86.0821	64.9496	75.7728	78.6897
XLOC_000696	18.7433	33.8627	23.4179	19.4083	25.291	26.943	24.7156	25.5385	34.4638	20.1457	36.4941	26.7986
XLOC_000697	518.039	559.29	604.693	826.145	540.842	513.494	527.085	585.803	494.292	943.92	510.819	498.682
